WormBase_ID,Chr,Gene,Tajima's D,Normalized Pi,Fay and Wu's H
WBGene00002246,V,lag-2,-1.9076,0.0004,-7.5493
WBGene00002247,IV,lam-1,-1.1750,0.0002,-3.1043
WBGene00002248,I,lam-3,-2.2614,0.0000,0.3122
WBGene00002249,III,lap-1,NA,0.0000,0.0000
WBGene00002250,V,lap-2,-0.6032,0.0004,-4.2676
WBGene00002251,II,lat-1,-1.1730,0.0004,-1.5690
WBGene00002252,II,lat-2,-2.1089,0.0001,-1.5718
WBGene00002253,X,lbp-1,NA,0.0000,0.0000
WBGene00002254,X,lbp-2,-0.4553,0.0004,0.1711
WBGene00002255,X,lbp-3,-0.0653,0.0003,0.1260
WBGene00002256,V,lbp-4,-1.1407,0.0000,0.0163
WBGene00002257,I,lbp-5,-0.6644,0.0003,-1.6306
WBGene00002258,I,lbp-6,-0.8396,0.0000,0.0082
WBGene00002259,V,lbp-7,-1.5877,0.0004,-7.7273
WBGene00002260,V,lbp-8,-1.8859,0.0004,-19.5509
WBGene00002261,X,ldb-1,-1.2452,0.0005,-1.2492
WBGene00002262,II,ldh-1,-1.1399,0.0000,0.0165
WBGene00002263,V,lea-1,-2.2164,0.0002,-8.2944
WBGene00002264,II,lec-1,-0.7611,0.0001,0.1035
WBGene00002265,II,lec-2,-1.3310,0.0005,-0.3511
WBGene00002266,II,lec-3,-1.0421,0.0000,0.0399
WBGene00002267,III,lec-4,-1.6142,0.0002,0.1602
WBGene00002268,II,lec-5,-0.8400,0.0000,0.0081
WBGene00002269,III,lec-6,0.0669,0.0014,0.2383
WBGene00002270,X,lec-7,-1.6582,0.0002,0.0808
WBGene00002271,X,lec-8,NA,0.0000,0.0000
WBGene00002272,X,lec-9,NA,0.0000,0.0000
WBGene00002273,V,lec-10,-1.1404,0.0000,0.0164
WBGene00002274,IV,lec-11,-1.3192,0.0000,-3.9262
WBGene00002275,II,lem-2,-1.2596,0.0003,-1.5296
WBGene00002276,I,lem-3,-1.1643,0.0000,0.0798
WBGene00002278,IV,lep-2,0.2351,0.0013,-1.3006
WBGene00002280,X,let-2,-0.8360,0.0001,-1.2884
WBGene00002282,X,let-4,-1.0794,0.0009,0.8919
WBGene00002295,II,let-19,-0.7449,0.0003,-8.4990
WBGene00002297,II,ect-2,0.9313,0.0003,-0.2064
WBGene00002299,II,let-23,-1.0861,0.0002,0.5668
WBGene00002324,I,let-49,NA,0.0000,0.0000
WBGene00002335,IV,let-60,NA,0.0000,0.0000
WBGene00002344,IV,let-70,-1.7197,0.0001,0.0516
WBGene00002348,I,myo-1,-0.2132,0.0000,0.2064
WBGene00002363,IV,let-92,NA,0.0000,0.0000
WBGene00002368,IV,let-99,-1.6919,0.0000,0.0649
WBGene00002393,I,lpr-1,-0.8400,0.0000,0.0081
WBGene00002497,II,let-268,-1.4756,0.0001,-3.4022
WBGene00002583,I,let-363,-1.7767,0.0001,-4.9807
WBGene00002601,I,let-381,-1.1407,0.0000,0.0163
WBGene00002632,V,let-413,-1.6611,0.0001,-1.5344
WBGene00002637,V,let-418,-1.7526,0.0000,-3.7665
WBGene00002694,I,let-502,-1.3881,0.0001,0.2038
WBGene00002696,I,let-504,-1.3708,0.0001,0.0793
WBGene00002717,I,let-526,-2.0561,0.0001,-7.4200
WBGene00002783,I,let-607,-1.5494,0.0000,-1.9157
WBGene00002804,I,let-630,-1.5494,0.0000,0.0720
WBGene00002827,IV,let-653,-0.9790,0.0003,-4.6323
WBGene00002845,III,let-711,-1.6686,0.0001,0.5857
WBGene00002850,III,let-716,-1.5055,0.0002,-11.6357
WBGene00002855,III,let-721,-0.6362,0.0003,-1.3377
WBGene00002879,III,let-754,-0.7515,0.0001,0.1083
WBGene00002881,III,let-756,-1.4185,0.0002,0.2498
WBGene00002889,III,let-765,-1.3183,0.0001,0.7208
WBGene00002891,III,let-767,-1.0628,0.0002,-1.8099
WBGene00002915,III,let-805,-1.8274,0.0002,-1.6654
WBGene00002957,II,let-858,-0.7346,0.0004,0.1571
WBGene00002974,IV,lev-1,-0.8775,0.0002,-0.9425
WBGene00002975,X,lev-8,-1.2936,0.0000,0.0405
WBGene00002976,X,lev-9,-1.8740,0.0002,0.4301
WBGene00002977,I,lev-10,-0.9214,0.0002,-0.1905
WBGene00002978,I,lev-11,-1.4021,0.0002,0.1317
WBGene00002979,I,lfe-2,-0.8650,0.0002,-1.4905
WBGene00002980,II,lgg-1,NA,0.0000,0.0000
WBGene00002981,IV,lgg-2,-0.8400,0.0000,0.0081
WBGene00002982,III,lgg-3,-1.3725,0.0002,0.0786
WBGene00002983,X,lgx-1,-1.1102,0.0004,-1.7239
WBGene00002985,V,lig-1,-1.1218,0.0005,-5.0072
WBGene00002986,III,lig-4,-0.7644,0.0004,-1.4523
WBGene00002987,X,lim-4,-1.3511,0.0004,-3.1967
WBGene00002988,X,lim-6,-0.8511,0.0001,0.0838
WBGene00002989,I,lim-7,-0.5021,0.0003,-1.0199
WBGene00002990,IV,lin-1,-0.7877,0.0004,0.3321
WBGene00002991,X,lin-2,-0.6960,0.0005,-3.7237
WBGene00002992,IV,lin-3,-1.1407,0.0000,-1.9714
WBGene00002994,II,lin-5,-1.6224,0.0002,0.4431
WBGene00002996,II,lin-7,0.8596,0.0008,-0.0794
WBGene00002997,II,lin-8,-0.9560,0.0006,-0.0237
WBGene00002998,III,lin-9,-0.0840,0.0003,-1.6317
WBGene00002999,I,lin-10,-1.8650,0.0001,0.1742
WBGene00003000,I,lin-11,-1.1404,0.0000,0.0164
WBGene00003001,III,lin-12,-1.7061,0.0000,-1.8753
WBGene00003002,III,lin-13,-1.6398,0.0002,-1.0979
WBGene00003003,X,lin-14,-0.8398,0.0000,-1.9794
WBGene00003006,I,lin-17,-1.7737,0.0002,-7.3472
WBGene00003007,X,lin-18,-1.6253,0.0001,0.0967
WBGene00003008,IV,lin-22,-0.9748,0.0010,0.3839
WBGene00003009,II,lin-23,-1.3444,0.0001,0.1565
WBGene00003010,IV,lin-24,NA,0.0000,0.0000
WBGene00003011,V,lin-25,-1.9542,0.0001,-1.0342
WBGene00003012,II,lin-26,-0.7912,0.0000,0.0162
WBGene00003014,I,lin-28,-0.5815,0.0001,0.0498
WBGene00003015,II,lin-29,-0.1726,0.0005,-1.8186
WBGene00003017,II,lin-31,-1.3196,0.0000,0.0325
WBGene00003018,X,lin-32,NA,0.0000,0.0000
WBGene00003019,IV,lin-33,-1.1076,0.0000,0.0243
WBGene00003020,I,lin-35,-0.7926,0.0002,-2.7092
WBGene00003021,III,lin-36,-0.1057,0.0004,-8.5783
WBGene00003022,III,lin-37,-0.4585,0.0004,0.2564
WBGene00003024,III,lin-39,0.7438,0.0006,0.1965
WBGene00003025,V,lin-40,-2.1781,0.0002,-5.1174
WBGene00003026,I,lin-41,-1.6170,0.0002,-1.5357
WBGene00003029,I,lin-44,0.1880,0.0003,0.2526
WBGene00003030,IV,lin-45,-1.4335,0.0001,-1.8041
WBGene00003031,V,lin-46,-1.6747,0.0004,-5.5478
WBGene00003033,III,lin-48,-1.0413,0.0006,-3.0677
WBGene00003034,IV,lin-49,-1.8424,0.0001,0.3466
WBGene00003035,III,lin-52,-0.8400,0.0000,0.0081
WBGene00003036,I,lin-53,NA,0.0000,0.0000
WBGene00003037,IV,lin-54,-1.3073,0.0003,-1.3956
WBGene00003038,II,lin-56,-0.7803,0.0014,-8.0951
WBGene00003040,I,lin-59,-1.5666,0.0002,-6.1253
WBGene00003041,I,lin-61,-1.7723,0.0001,0.1292
WBGene00003043,IV,lip-1,NA,0.0000,0.0000
WBGene00003044,II,lir-1,-0.8400,0.0000,0.0081
WBGene00003045,II,lir-2,-1.1140,0.0003,0.3791
WBGene00003046,II,lir-3,-1.5002,0.0000,0.0327
WBGene00003047,III,lis-1,-1.0840,0.0001,0.1019
WBGene00003048,III,lit-1,-1.0097,0.0000,0.0476
WBGene00003052,I,lmn-1,-0.8385,0.0000,0.0084
WBGene00003053,X,lmp-1,-0.8918,0.0001,-1.8202
WBGene00003055,III,lon-1,-1.1996,0.0002,0.1410
WBGene00003056,X,lon-2,-0.6957,0.0004,-1.9727
WBGene00003057,V,lon-3,-1.1884,0.0002,-3.4042
WBGene00003058,II,lov-1,-1.6490,0.0004,-15.1146
WBGene00003059,I,lpd-2,-1.0636,0.0002,-1.5559
WBGene00003060,I,lpd-3,-1.8618,0.0002,-12.5036
WBGene00003061,I,lpd-5,NA,0.0000,0.0000
WBGene00003062,I,lpd-6,-1.6048,0.0000,-3.9265
WBGene00003063,III,lpd-7,-0.9488,0.0003,-3.5996
WBGene00003064,IV,lpd-8,-0.5068,0.0001,0.0614
WBGene00003065,V,lpd-9,-1.0421,0.0001,0.0399
WBGene00003066,IV,lpl-1,-1.2943,0.0004,-5.1893
WBGene00003068,I,lrk-1,-2.0060,0.0002,-11.1782
WBGene00003071,I,lrp-1,-1.8312,0.0001,-2.5725
WBGene00003072,I,lrp-2,-2.2724,0.0001,-23.1468
WBGene00003073,III,lars-1,-1.5486,0.0000,0.0726
WBGene00003074,I,lars-2,-1.0547,0.0001,-1.5651
WBGene00003075,V,lrx-1,-1.6279,0.0002,-5.4464
WBGene00003076,II,lsm-1,-1.1393,0.0000,0.0166
WBGene00003077,IV,lsm-3,NA,0.0000,0.0000
WBGene00003078,II,lsm-4,NA,0.0000,0.0000
WBGene00003079,V,lsm-5,-0.8400,0.0000,0.0081
WBGene00003080,I,lsm-6,NA,0.0000,0.0000
WBGene00003081,IV,lsm-7,NA,0.0000,0.0000
WBGene00003082,IV,lsm-8,-0.8396,0.0000,0.0082
WBGene00003083,I,lst-1,-1.1444,0.0003,-3.1624
WBGene00003084,X,lst-2,-1.7242,0.0000,-1.9382
WBGene00003085,IV,ccar-1,-1.8032,0.0002,-2.4421
WBGene00003086,IV,lst-4,-1.3338,0.0004,0.6073
WBGene00003087,X,lsy-2,-0.4849,0.0002,-1.5266
WBGene00003089,II,ltd-1,0.2246,0.0002,-0.0831
WBGene00003090,V,lys-1,-0.8399,0.0004,-0.8840
WBGene00003091,V,lys-2,-1.3450,0.0000,0.0246
WBGene00003092,V,lys-3,-1.7872,0.0001,-1.8667
WBGene00003093,IV,lys-4,NA,0.0000,0.0000
WBGene00003094,IV,lys-5,-0.3482,0.0013,-0.1917
WBGene00003095,IV,lys-6,-1.2649,0.0002,0.1175
WBGene00003096,V,lys-7,-1.7478,0.0007,-19.6399
WBGene00003097,II,lys-8,0.1000,0.0002,-1.4946
WBGene00003098,I,lys-9,-0.6621,0.0034,-7.1623
WBGene00003099,IV,lys-10,-0.5518,0.0001,0.0544
WBGene00003100,II,mab-3,0.3438,0.0008,-1.1737
WBGene00003102,III,mab-5,-0.0201,0.0002,0.1322
WBGene00003104,X,mab-7,1.3779,0.0004,-0.7474
WBGene00003106,II,mab-9,-1.3937,0.0006,-5.3150
WBGene00003107,II,mab-10,-0.7016,0.0007,-4.6513
WBGene00003111,I,mab-20,-1.1660,0.0005,-1.2979
WBGene00003112,III,mab-21,-1.1407,0.0000,0.0163
WBGene00003114,V,mab-23,-1.6686,0.0004,0.1886
WBGene00003119,II,mac-1,-0.9248,0.0005,0.7341
WBGene00003123,I,mag-1,NA,0.0000,0.0000
WBGene00003124,X,mai-1,-1.1898,0.0003,-1.9162
WBGene00003129,IV,map-1,-1.5673,0.0002,0.2424
WBGene00003130,IV,map-2,-0.0215,0.0006,-0.6249
WBGene00003132,I,mat-1,-1.3926,0.0000,0.0716
WBGene00003133,II,mat-2,-1.9276,0.0001,-5.0267
WBGene00003134,III,mat-3,0.1400,0.0003,0.2762
WBGene00003136,I,mau-2,-1.1926,0.0001,-3.5903
WBGene00003142,IV,mau-8,-1.0556,0.0010,-2.4637
WBGene00003143,V,max-1,-2.1360,0.0001,-5.6075
WBGene00003144,II,max-2,-1.4560,0.0000,0.0490
WBGene00003148,IV,mbf-1,NA,0.0000,0.0000
WBGene00003149,X,mbk-1,-1.5933,0.0001,0.2281
WBGene00003150,IV,mbk-2,-1.6242,0.0000,0.0969
WBGene00003151,IV,mca-1,-1.0983,0.0001,-1.3801
WBGene00003153,IV,mca-3,-0.1311,0.0001,0.4202
WBGene00003154,II,mcm-2,-1.6909,0.0000,0.0653
WBGene00003155,V,mcm-3,-1.7801,0.0000,-1.9144
WBGene00003156,I,mcm-4,-1.4216,0.0001,-3.4738
WBGene00003157,III,mcm-5,-1.7045,0.0001,0.1131
WBGene00003158,III,mcm-6,-0.5918,0.0003,-1.2064
WBGene00003159,V,mcm-7,-1.7698,0.0002,0.3938
WBGene00003160,V,mdf-1,-1.1202,0.0003,-2.8078
WBGene00003161,IV,mdf-2,-0.7614,0.0008,-2.9659
WBGene00003162,III,mdh-2,-0.7833,0.0001,0.0988
WBGene00003163,X,mdl-1,-1.3457,0.0000,0.0244
WBGene00003164,V,mdt-6,-0.8387,0.0000,0.0084
WBGene00003165,V,mec-1,-1.8377,0.0003,0.5586
WBGene00003166,X,mec-2,-1.5922,0.0001,0.1116
WBGene00003167,IV,mec-3,NA,0.0000,0.0000
WBGene00003168,X,mec-4,-1.0098,0.0000,0.0475
WBGene00003169,X,mec-5,-0.5333,0.0003,0.2332
WBGene00003170,I,mec-6,-0.8396,0.0000,0.0082
WBGene00003171,X,mec-7,-0.8400,0.0000,0.0081
WBGene00003172,I,mec-8,-0.5988,0.0001,0.0470
WBGene00003173,V,mec-9,-1.6759,0.0002,-4.9058
WBGene00003174,X,mec-10,-0.1706,0.0002,-2.8991
WBGene00003175,III,mec-12,NA,0.0000,0.0000
WBGene00003176,III,mec-14,0.7409,0.0004,0.2199
WBGene00003177,II,mec-15,-1.3039,0.0002,0.2268
WBGene00003178,IV,mec-17,-1.1404,0.0000,0.0164
WBGene00003179,X,mec-18,-0.3682,0.0006,0.1069
WBGene00003180,X,med-1,-1.5439,0.0004,-3.7783
WBGene00003181,III,med-2,-0.4418,0.0011,0.3191
WBGene00003182,I,mef-2,-0.8392,0.0000,0.0083
WBGene00003183,I,mei-1,-1.1404,0.0000,0.0164
WBGene00003184,I,mei-2,-1.5494,0.0001,0.0720
WBGene00003185,X,mek-1,-1.0742,0.0000,0.0323
WBGene00003186,I,mek-2,-1.6862,0.0006,-5.3228
WBGene00003196,II,mel-11,-1.7106,0.0002,0.5317
WBGene00003209,I,mel-26,NA,0.0000,0.0000
WBGene00003210,III,mel-28,-1.4453,0.0003,-5.9583
WBGene00003214,III,mel-32,-1.7112,0.0001,-1.8229
WBGene00003216,IV,memi-1,-1.0564,0.0006,-3.5083
WBGene00003218,IV,mep-1,-1.6663,0.0001,-1.6213
WBGene00003219,X,mes-1,-0.4583,0.0004,0.5836
WBGene00003220,II,mes-2,-1.0495,0.0003,-1.4900
WBGene00003221,I,mes-3,-1.8433,0.0001,-3.5086
WBGene00003222,V,mes-4,-1.6743,0.0001,-1.7444
WBGene00003224,IV,mes-6,-0.5988,0.0000,0.0470
WBGene00003225,III,mev-1,-1.3716,0.0001,0.0793
WBGene00003228,II,mex-1,-0.7776,0.0005,-2.5432
WBGene00003229,I,mex-3,-0.6069,0.0003,0.2706
WBGene00003230,IV,mex-5,-1.0696,0.0002,-3.2685
WBGene00003231,II,mex-6,-1.1760,0.0007,-4.6815
WBGene00003232,X,mgl-1,-1.0492,0.0001,0.1835
WBGene00003233,I,mgl-2,-1.3290,0.0000,-1.8934
WBGene00003234,III,mif-1,-1.2938,0.0001,0.0403
WBGene00003235,V,mif-2,-1.1924,0.0002,-1.9171
WBGene00003236,I,mif-3,-0.8400,0.0000,0.0081
WBGene00003237,IV,mif-4,NA,0.0000,0.0000
WBGene00003238,I,mig-1,-1.8680,0.0001,-1.7646
WBGene00003239,X,mig-2,0.1804,0.0009,-0.7012
WBGene00003241,II,mig-5,-0.8492,0.0001,-1.5721
WBGene00003242,V,mig-6,-1.8469,0.0001,-8.0115
WBGene00003243,III,mig-10,-1.2617,0.0003,0.4840
WBGene00003245,X,mig-13,-1.4372,0.0001,0.1186
WBGene00003246,II,mig-14,-0.5097,0.0009,-0.1310
WBGene00003247,X,mig-15,-1.1195,0.0001,0.4087
WBGene00003248,V,mig-17,-1.7884,0.0001,0.1202
WBGene00003249,III,mig-18,-0.6857,0.0003,-1.4112
WBGene00003252,III,mig-21,-1.4443,0.0002,0.1813
WBGene00003253,III,mig-22,-0.2918,0.0003,-1.6897
WBGene00003254,X,mig-23,-1.3708,0.0000,-1.9081
WBGene00003258,I,cogc-1,-1.4337,0.0002,-0.4262
WBGene00003367,II,mix-1,-2.1115,0.0001,-3.6129
WBGene00003368,X,mkk-4,-0.2623,0.0003,0.2635
WBGene00003369,X,mlc-1,NA,0.0000,0.0000
WBGene00003370,X,mlc-2,NA,0.0000,0.0000
WBGene00003371,III,mlc-3,-1.1407,0.0000,0.0163
WBGene00003372,III,mlc-4,NA,0.0000,0.0000
WBGene00003373,III,mlh-1,-1.4614,0.0004,-3.1833
WBGene00003374,V,mlk-1,-1.5431,0.0003,-15.8992
WBGene00003375,III,mlp-1,-0.8400,0.0000,0.0081
WBGene00003376,III,mls-1,-0.8791,0.0001,0.0786
WBGene00003377,X,mls-2,-1.2398,0.0001,0.1270
WBGene00003378,III,mml-1,-0.3715,0.0004,-1.1131
WBGene00003380,X,mnm-2,NA,0.0000,0.0000
WBGene00003384,X,moc-1,-0.9145,0.0001,0.0695
WBGene00003385,V,moc-2,0.0411,0.0009,-0.4568
WBGene00003386,V,mod-1,-1.3196,0.0000,0.0325
WBGene00003387,I,mod-5,-1.2419,0.0000,0.0562
WBGene00003388,II,moe-3,-1.1005,0.0002,0.2514
WBGene00003389,III,mog-1,-1.7252,0.0001,-12.7669
WBGene00003390,II,mog-2,-0.7913,0.0001,0.0970
WBGene00003391,III,mog-3,0.3342,0.0010,1.0104
WBGene00003392,II,mog-4,-1.6433,0.0001,0.2586
WBGene00003393,II,mog-5,-0.5350,0.0001,-1.6597
WBGene00003394,X,mom-1,-1.7351,0.0001,-1.8907
WBGene00003395,V,mom-2,-0.7904,0.0000,0.0163
WBGene00003396,I,mom-4,-1.1828,0.0002,-3.0600
WBGene00003397,I,mom-5,-1.3194,0.0000,0.0325
WBGene00003400,I,dapk-1,-1.5512,0.0002,-8.0604
WBGene00003401,III,mpk-1,-1.1076,0.0000,0.0243
WBGene00003402,II,mpk-2,-0.4245,0.0004,0.3859
WBGene00003403,II,mps-1,-0.8738,0.0003,-1.3485
WBGene00003404,II,mpz-1,-1.5192,0.0002,-4.5280
WBGene00003405,V,mre-11,-1.8311,0.0001,-1.4595
WBGene00003406,III,mrg-1,-1.1402,0.0000,-1.9712
WBGene00003407,X,mrp-1,-0.9860,0.0002,-7.0530
WBGene00003408,X,mrp-2,-1.3440,0.0002,-1.8924
WBGene00003409,X,mrp-3,-2.0357,0.0001,-9.4569
WBGene00003410,X,mrp-4,-1.4723,0.0001,-1.5390
WBGene00003411,X,mrp-5,-1.8454,0.0001,0.4469
WBGene00003412,X,mrp-6,-1.7267,0.0003,-6.4231
WBGene00003413,V,mrp-7,-1.1915,0.0005,-13.9564
WBGene00003414,III,mrp-8,-0.6476,0.0008,-6.8918
WBGene00003415,IV,mars-1,-1.1912,0.0002,-2.1055
WBGene00003417,III,mrt-2,-1.0545,0.0005,0.3523
WBGene00003418,I,msh-2,-1.5308,0.0001,-3.2611
WBGene00003421,IV,msh-5,-1.8051,0.0005,-3.7889
WBGene00003422,I,msh-6,-0.7071,0.0003,-1.5142
WBGene00003423,III,msi-1,-1.0128,0.0001,0.1241
WBGene00003424,II,msp-3,0.7402,0.0028,-0.0285
WBGene00003425,IV,msp-10,-0.8394,0.0000,0.0082
WBGene00003426,IV,msp-19,-0.8398,0.0000,0.0082
WBGene00003429,II,msp-31,-0.8394,0.0000,0.0082
WBGene00003430,II,msp-32,-0.8766,0.0012,0.3213
WBGene00003431,II,msp-33,-1.2676,0.0001,0.0482
WBGene00003432,IV,msp-36,-1.1406,0.0000,0.0163
WBGene00003434,IV,msp-38,-1.6038,0.0001,-3.9261
WBGene00003435,II,msp-40,-1.1070,0.0001,0.0244
WBGene00003438,II,msp-45,-1.1406,0.0000,-1.9714
WBGene00003442,II,msp-49,-0.4686,0.0008,0.0399
WBGene00003443,II,msp-50,NA,0.0000,0.0000
WBGene00003444,IV,msp-51,NA,0.0000,0.0000
WBGene00003446,IV,msp-53,NA,0.0000,0.0000
WBGene00003448,IV,msp-55,-0.7416,0.0001,0.0242
WBGene00003449,IV,msp-56,NA,0.0000,0.0000
WBGene00003450,IV,msp-57,NA,0.0000,0.0000
WBGene00003451,IV,msp-58,NA,0.0000,0.0000
WBGene00003452,IV,msp-59,NA,0.0000,0.0000
WBGene00003456,II,msp-63,-0.9898,0.0004,-3.6132
WBGene00003457,II,msp-64,-1.5835,0.0006,-1.7803
WBGene00003458,IV,msp-65,-0.8398,0.0000,-1.9794
WBGene00003462,II,msp-74,-0.8398,0.0000,0.0082
WBGene00003463,IV,msp-76,-1.1406,0.0000,0.0163
WBGene00003464,IV,msp-77,-0.3001,0.0003,-1.7053
WBGene00003465,IV,msp-78,-0.8400,0.0000,0.0081
WBGene00003466,IV,msp-79,-0.5878,0.0001,0.0000
WBGene00003467,IV,msp-81,-1.1076,0.0001,0.0243
WBGene00003468,IV,msp-113,NA,0.0000,0.0000
WBGene00003469,II,msp-142,-1.5302,0.0002,0.0803
WBGene00003470,II,msp-152,1.1433,0.0009,0.2457
WBGene00003471,I,mtd-1,-1.4783,0.0000,0.0408
WBGene00003472,I,mtk-1,-1.7865,0.0000,-1.8143
WBGene00003473,V,mtl-1,NA,0.0000,0.0000
WBGene00003474,V,mtl-2,-1.3457,0.0001,0.0244
WBGene00003475,I,mtm-1,-0.8400,0.0000,-1.9795
WBGene00003476,III,mtm-3,-1.6817,0.0001,-1.6892
WBGene00003477,X,mtm-5,-1.0446,0.0005,-8.5994
WBGene00003478,III,mtm-6,-0.5363,0.0004,-3.4942
WBGene00003479,V,mtm-9,-1.4754,0.0002,-2.9780
WBGene00003480,II,klf-3,-0.8780,0.0001,-1.7761
WBGene00003482,III,mua-3,-1.7622,0.0001,-9.4850
WBGene00003485,X,mua-6,-0.8398,0.0000,0.0082
WBGene00003495,X,mup-2,-0.5068,0.0001,0.0614
WBGene00003497,III,mup-4,-1.8349,0.0000,0.1438
WBGene00003499,I,mut-2,-1.2175,0.0000,0.0632
WBGene00003504,III,mut-7,-1.4216,0.0002,-1.5326
WBGene00003507,V,mut-14,-1.7455,0.0002,-1.6312
WBGene00003508,I,mut-16,-2.0825,0.0001,-5.4194
WBGene00003509,V,mxl-1,-1.2390,0.0002,0.0568
WBGene00003510,III,mxl-2,0.0920,0.0005,0.2653
WBGene00003511,X,mxl-3,-0.6434,0.0005,0.2727
WBGene00003514,X,myo-2,-0.3598,0.0001,0.2712
WBGene00003515,V,myo-3,-1.9441,0.0000,0.1215
WBGene00003516,I,nab-1,-1.0779,0.0003,0.5706
WBGene00003517,X,nac-1,-1.0448,0.0001,0.1124
WBGene00003518,III,nac-2,-0.6870,0.0004,-1.6745
WBGene00003519,III,nac-3,-0.8400,0.0000,0.0081
WBGene00003520,III,nas-1,-0.8394,0.0000,0.0082
WBGene00003521,V,nas-2,NA,0.0000,0.0000
WBGene00003522,V,nas-3,-1.0074,0.0001,0.0481
WBGene00003523,III,nas-4,-1.2675,0.0000,0.0483
WBGene00003524,I,nas-5,-1.4788,0.0000,0.0406
WBGene00003525,IV,nas-6,-0.9721,0.0003,0.2807
WBGene00003526,II,nas-7,1.6706,0.0004,-0.5404
WBGene00003527,IV,nas-8,-0.6413,0.0001,-1.5949
WBGene00003528,V,nas-9,-1.3726,0.0004,-0.2658
WBGene00003529,X,nas-10,-1.1459,0.0003,0.4714
WBGene00003530,X,nas-11,-1.7506,0.0001,-1.8987
WBGene00003531,IV,nas-12,-1.3833,0.0001,-1.8468
WBGene00003532,X,nas-13,-0.4438,0.0004,-6.0741
WBGene00003533,IV,nas-14,-1.9321,0.0001,-1.7446
WBGene00003534,X,nas-15,-0.5214,0.0001,0.1526
WBGene00003535,V,nas-16,-1.3707,0.0001,0.0796
WBGene00003536,V,nas-17,-1.3730,0.0002,-3.4119
WBGene00003537,V,nas-18,-1.1171,0.0004,-1.2977
WBGene00003538,V,nas-19,-1.3167,0.0003,-3.3119
WBGene00003539,V,nas-20,-1.7142,0.0002,-1.7702
WBGene00003540,V,nas-21,-1.8080,0.0002,-3.8345
WBGene00003541,V,nas-22,-1.9915,0.0006,-8.7068
WBGene00003542,II,nas-23,-1.1879,0.0002,-1.7221
WBGene00003543,V,nas-24,-1.0222,0.0010,-1.6868
WBGene00003544,II,nas-25,-1.0742,0.0000,0.0323
WBGene00003545,II,nas-27,0.1039,0.0008,-2.1557
WBGene00003546,III,nas-28,-1.5304,0.0001,-1.9079
WBGene00003547,II,nas-29,-1.5004,0.0000,0.0327
WBGene00003548,I,nas-30,-0.2734,0.0006,-1.3630
WBGene00003549,V,nas-31,-1.4518,0.0001,0.1769
WBGene00003550,V,nas-32,-2.1989,0.0008,-34.7488
WBGene00003551,X,nas-33,-1.9809,0.0004,-14.2198
WBGene00003552,I,nas-36,-1.5862,0.0000,0.0567
WBGene00003553,X,nas-37,-1.9671,0.0000,0.1056
WBGene00003554,X,nas-38,-1.6188,0.0002,-5.1436
WBGene00003555,X,nas-39,-1.4187,0.0003,0.6345
WBGene00003558,III,nca-2,-0.6039,0.0001,0.3216
WBGene00003559,III,ncl-1,-1.4606,0.0001,0.1727
WBGene00003561,X,ncr-1,-1.4477,0.0003,0.0805
WBGene00003562,III,ncr-2,-1.7685,0.0003,-6.2404
WBGene00003563,X,ncs-1,0.0628,0.0003,0.1433
WBGene00003564,I,ncs-2,NA,0.0000,0.0000
WBGene00003565,X,ncs-3,-0.8400,0.0000,0.0081
WBGene00003566,V,ncx-1,-1.1427,0.0011,-25.3574
WBGene00003567,V,ncx-2,-1.5301,0.0000,-1.8489
WBGene00003568,IV,ncx-3,-1.3734,0.0002,-4.8353
WBGene00003569,I,ncx-4,-0.9528,0.0001,-1.8507
WBGene00003570,V,ncx-5,-1.3450,0.0000,0.0246
WBGene00003571,III,ncx-6,-1.2293,0.0001,-1.7966
WBGene00003572,III,ncx-7,-1.6470,0.0001,0.1429
WBGene00003573,V,ncx-8,-1.5468,0.0010,-24.4832
WBGene00003574,V,ncx-9,-1.0428,0.0016,-29.2821
WBGene00003575,V,ncx-10,-1.3649,0.0001,0.1478
WBGene00003576,IV,ndc-80,-1.1158,0.0001,0.0936
WBGene00003577,III,ndg-4,-1.5846,0.0001,0.2307
WBGene00003578,I,ndx-1,-0.4696,0.0011,-3.8023
WBGene00003579,V,ndx-2,-0.1335,0.0014,-4.9700
WBGene00003580,II,ndx-3,0.5597,0.0014,0.5134
WBGene00003581,I,ndx-4,-1.0097,0.0001,0.0476
WBGene00003582,IV,dcap-2,-0.2778,0.0010,-2.1707
WBGene00003583,II,ndx-6,1.0260,0.0007,0.1779
WBGene00003584,I,ndx-7,-1.0098,0.0001,0.0475
WBGene00003585,I,ndx-8,-1.6260,0.0001,0.0960
WBGene00003586,IV,ndx-9,-0.8400,0.0000,0.0081
WBGene00003587,I,ned-8,NA,0.0000,0.0000
WBGene00003588,III,nex-1,-1.0082,0.0001,0.0479
WBGene00003589,III,nex-2,-1.1684,0.0003,0.3718
WBGene00003590,III,nex-3,-1.0074,0.0001,0.0481
WBGene00003591,V,nex-4,-1.1389,0.0001,-1.6946
WBGene00003592,II,nfi-1,-0.6505,0.0005,0.5839
WBGene00003593,III,nfm-1,-0.9509,0.0001,0.2179
WBGene00003594,III,nft-1,0.0209,0.0014,-1.6699
WBGene00003595,IV,ngn-1,-0.8400,0.0000,0.0081
WBGene00003596,I,ngp-1,-0.8349,0.0000,0.0090
